firstName,sg_arg_rank,countryCode,100_150_fw_good_shot_rate,distance_rank,dg_index,std_deviation,over_200_fw_poor_shot_avoid_rate,country_y,course_experience_adjustment,over_150_rgh_good_shot_rate,sg_app_rank,over_200_fw_shot_count,50_100_fw_proximity_per_shot,driving_distance_adjustment,id,sg_arg,over_150_rgh_proximity_per_shot,50_100_fw_shot_count,100_150_fw_shot_count,home_page,baseline_pred,under_150_rgh_good_shot_rate,hidden,distance_pred,strokesGainedTrends,driving_dist,150_200_fw_good_shot_rate,under_150_rgh_poor_shot_avoid_rate,strokes_gained_category_adjustment,driving_acc,100_150_fw_low_data_indicator,country_adjustment,sg_putt_pred,150_200_fw_gir_rate,over_200_fw_gir_rate,50_100_fw_good_shot_rate,am,150_200_fw_low_data_indicator,timing_adjustment,dataGolfRanking,lastName,course_history_adjustment,sg_putt,over_200_fw_good_shot_rate,over_150_rgh_gir_rate,accuracy_pred,cf_short_comp,sample_size,100_150_fw_gir_rate,dg_change,over_150_rgh_sg_per_shot,cf_approach_comp,100_150_fw_sg_per_shot,sg_arg_pred,50_100_fw_low_data_indicator,perkcuppoints2020,owgr_rank,true_sg_adjustments,under_150_rgh_sg_per_shot,perkcuppoints2024,under_150_rgh_shot_count,other_fit_adjustment,150_200_fw_shot_count,dg_id_x,sg_total_rank,over_200_fw_sg_per_shot,over_150_rgh_poor_shot_avoid_rate,sg_app,owgr_change,50_100_fw_gir_rate,dg_rank,sg_total,nextBlockTotalPlayerFieldPoints,sg_putt_rank,over_150_rgh_shot_count,sg_ott_pred,perkcuppoints2023,dg_id,100_150_fw_proximity_per_shot,over_200_fw_proximity_per_shot,age_adjustment,over_200_fw_low_data_indicator,perkcuppoints2022,sg_total_pred,age,50_100_fw_sg_per_shot,perkcuppoints2021,over_150_rgh_low_data_indicator,dg_id_y,under_150_rgh_proximity_per_shot,sg_ott_rank,under_150_rgh_gir_rate,150_200_fw_sg_per_shot,dataGolfIndex,accuracy_rank,total_course_history_adjustment,total_fit_adjustment,final_pred,country_x,sg_app_pred,driving_accuracy_adjustment,playerSkillRatings,player_name,150_200_fw_proximity_per_shot,sg_ott,50_100_fw_poor_shot_avoid_rate,amateur_status,100_150_fw_poor_shot_avoid_rate,under_150_rgh_low_data_indicator,primary_tour,150_200_fw_poor_shot_avoid_rate,comments
Gary,331.0,USA,0.088,28.0,0.147,2.68998644087419,0.953,USA,-0.0304758460824138,0.065,61.0,379.0,20.14,-0.116309242885565,12577.0,-0.198,54.618,130.0,489.0,,0.191214188171208,0.064,,11.36,"{'baseline_pred': 0.191214188171208, 'final_pred': -0.234000315467998}",11.36,0.077,0.943,-0.089745351269998,-0.026,0.0,0.0,-0.192,0.714,0.508,0.077,0.0,0.0,-0.0841952308557588,135.0,Woodland,-0.0070515067187806,-0.192,0.061,0.391,-0.026,-0.0149883864119159,150.0,0.775,-11.0,0.054,0.0023240999352212,-0.023,-0.198,0.0,225.0,185.0,-0.0412392877739193,0.014,110.0,296.0,-0.0126642864766947,816.0,12577.0,139.0,0.047,0.961,0.273,-9.0,0.81,135.0,0.065,,301.0,309.0,0.181,65.0,12577.0,23.048,44.981,-0.0346469523650653,0.0,205.0,0.065,40.0,-0.037,270.0,0.0,12577.0,37.28,104.0,0.607,0.035,0.147,276.0,-0.0375273528011945,-0.1378603285732694,-0.234000315467998,United States,0.273,-0.0088867992110097,"{'sg_putt': -0.192, 'sg_arg': -0.198, 'sg_app': 0.273, 'sg_ott': 0.181, 'sg_total': 0.065}","Woodland, Gary",30.471,0.181,0.931,Cond 126-150,0.9,0.0,PGA TOUR,0.944,
Anirban,,IND,,,-0.02,,,,,,,,,,12669.0,,,,,,,,,,"{'baseline_pred': nan, 'final_pred': nan}",,,,,,,,,,,,,,,164.0,Lahiri,,,,,,,,,-21.0,,,,,,30.0,9999.0,,,395.0,,,,,,,,,0.0,,164.0,,,,,,380.0,,,,,,235.0,,,,115.0,,,,,,,-0.02,,,,,India,,,"{'sg_putt': nan, 'sg_arg': nan, 'sg_app': nan, 'sg_ott': nan, 'sg_total': nan}","Lahiri, Anirban",,,,0,,,LIV Tour,,
Emiliano,316.0,ARG,0.08,274.0,0.274,,0.954,,,0.048,55.0,431.0,16.513,,12808.0,-0.18,64.734,160.0,602.0,,,0.067,,-3.665,"{'baseline_pred': nan, 'final_pred': nan}",-3.665,0.066,0.953,,0.04,0.0,,-0.005,0.715,0.502,0.081,,0.0,,112.0,Grillo,,-0.005,0.049,0.346,0.04,,,0.801,-4.0,0.018,,0.032,-0.18,0.0,235.0,80.0,,-0.011,100.0,253.0,,989.0,,111.0,0.008,0.965,0.292,-1.0,0.887,112.0,0.227,,173.0,315.0,0.121,80.0,12808.0,21.176,48.004,,0.0,180.0,0.227,,0.029,255.0,0.0,12808.0,39.44,128.0,0.552,0.044,0.274,64.0,,,,Argentina,0.292,,"{'sg_putt': -0.005, 'sg_arg': -0.18, 'sg_app': 0.292, 'sg_ott': 0.121, 'sg_total': 0.227}","Grillo, Emiliano",28.609,0.121,0.963,Top 100,0.942,0.0,PGA TOUR,0.963,
Rafael,281.0,PUR,0.069,129.0,-0.605,2.69531538425151,0.954,PUR,-0.025255813042881,0.044,184.0,131.0,17.738,-0.0454902492550209,12909.0,-0.142,72.878,51.0,174.0,,-0.61922642601661,0.068,,3.968,"{'baseline_pred': -0.61922642601661, 'final_pred': -0.565864340385548}",3.968,0.034,0.903,0.0230007359077803,-0.027,0.0,0.0,-0.242,0.673,0.46,0.0,0.0,0.0,0.128020353266425,312.0,Campos,-0.0194973998985418,-0.242,0.061,0.344,-0.027,-0.0135991105178624,150.0,0.839,2.0,-0.017,-0.0008719689306573,0.002,-0.142,0.0,10.0,166.0,0.0363351561396692,-0.048,130.0,103.0,-0.0144710794485198,263.0,12909.0,219.0,-0.002,0.944,-0.12,-5.0,0.826,312.0,-0.508,,323.0,90.0,-0.004,295.0,12909.0,24.863,47.14,-0.0174842669295661,0.0,75.0,-0.508,36.0,-0.067,170.0,0.0,12909.0,42.356,172.0,0.501,-0.009,-0.605,278.0,-0.0447532129414228,-0.0717566798118242,-0.565864340385548,Puerto Rico,-0.12,-0.0117953511082835,"{'sg_putt': -0.242, 'sg_arg': -0.142, 'sg_app': -0.12, 'sg_ott': -0.004, 'sg_total': -0.508}","Campos, Rafael",31.585,-0.004,0.941,Top 100,0.925,0.0,PGA TOUR,0.958,
Rickie,101.0,USA,0.082,200.0,0.462,,0.959,,,0.055,98.0,389.0,17.364,,12965.0,0.064,65.351,195.0,624.0,,,0.068,,-0.21,"{'baseline_pred': nan, 'final_pred': nan}",-0.21,0.082,0.948,,0.016,0.0,,0.223,0.706,0.464,0.108,,0.0,,80.0,Fowler,,0.223,0.054,0.353,0.016,,,0.814,4.0,-0.011,,0.012,0.064,0.0,150.0,70.0,,0.031,100.0,249.0,,863.0,,68.0,0.014,0.951,0.15,-2.0,0.863,80.0,0.512,,54.0,348.0,0.076,190.0,12965.0,21.956,46.787,,0.0,130.0,0.512,,0.042,155.0,0.0,12965.0,37.407,146.0,0.62,0.052,0.462,123.0,,,,United States,0.15,,"{'sg_putt': 0.223, 'sg_arg': 0.064, 'sg_app': 0.15, 'sg_ott': 0.076, 'sg_total': 0.512}","Fowler, Rickie",29.595,0.076,0.944,Top 125,0.931,0.0,PGA TOUR,0.958,
Nick,105.0,CAN,0.084,320.0,-0.031,,0.959,,,0.052,80.0,410.0,17.292,,13126.0,0.06,60.637,159.0,609.0,,,0.068,,-6.578,"{'baseline_pred': nan, 'final_pred': nan}",-6.578,0.062,0.936,,0.027,0.0,,-0.2,0.669,0.438,0.145,,0.0,,166.0,Taylor,,-0.2,0.054,0.385,0.027,,,0.817,-4.0,0.034,,0.043,0.06,0.0,50.0,65.0,,0.03,150.0,250.0,,845.0,,143.0,-0.01,0.969,0.199,-4.0,0.874,166.0,0.001,,305.0,286.0,-0.058,255.0,13126.0,20.589,48.329,,0.0,160.0,0.001,,0.044,150.0,0.0,13126.0,38.784,197.0,0.621,0.004,-0.031,89.0,,,,Canada,0.199,,"{'sg_putt': -0.2, 'sg_arg': 0.06, 'sg_app': 0.199, 'sg_ott': -0.058, 'sg_total': 0.001}","Taylor, Nick",30.888,-0.058,0.937,Top 51-60,0.947,0.0,PGA TOUR,0.942,
Kevin,120.0,USA,0.036,125.0,-0.307,2.62702906012963,0.933,USA,0.0165645347816663,0.066,299.0,270.0,19.091,-0.0502091676385971,13127.0,0.041,59.794,136.0,388.0,,-0.360238738119014,0.064,,4.056,"{'baseline_pred': -0.360238738119014, 'final_pred': -0.466272005889155}",4.056,0.039,0.936,-0.0326241778358341,-0.035,0.0,0.0,0.117,0.659,0.479,0.059,0.0,0.0,0.0374245278253258,223.0,Tway,-0.0325943622848603,0.117,0.059,0.369,-0.035,0.0072611693625868,150.0,0.76,17.0,0.03,-0.0053713219025947,-0.067,0.041,0.0,30.0,263.0,-0.0153469541765932,-0.017,155.0,280.0,0.001889847459992,585.0,13127.0,186.0,0.012,0.975,-0.47,4.0,0.86,223.0,-0.335,,102.0,244.0,-0.022,55.0,13127.0,27.954,48.663,-0.0163887763698534,0.0,55.0,-0.335,36.0,-0.043,175.0,0.0,13127.0,43.285,183.0,0.574,-0.029,-0.307,312.0,-0.016029827503194,-0.0630680597099924,-0.466272005889155,United States,-0.47,-0.0147487395313874,"{'sg_putt': 0.117, 'sg_arg': 0.041, 'sg_app': -0.47, 'sg_ott': -0.022, 'sg_total': -0.335}","Tway, Kevin",34.831,-0.022,0.956,Cond 126-150,0.899,0.0,PGA TOUR,0.932,
Kevin,185.0,USA,0.045,171.0,-0.369,2.69315129345346,0.923,USA,0.0609440525433806,0.028,177.0,169.0,19.266,-0.010193183189901,13305.0,-0.045,65.005,89.0,288.0,,-0.418743637653537,0.062,,1.258,"{'baseline_pred': -0.418743637653537, 'final_pred': -0.26503521283089}",1.258,0.051,0.956,0.0008035093635931,-0.032,0.0,0.0,-0.119,0.674,0.432,0.067,0.0,0.0,0.157704649538428,245.0,Chappell,0.008125900449209,-0.119,0.053,0.361,-0.032,-0.0035067638976048,150.0,0.753,15.0,-0.039,-0.0015553458591267,-0.035,-0.045,0.0,40.0,301.0,-0.0227645383739777,0.036,125.0,160.0,-0.0050621097567316,373.0,13305.0,187.0,-0.008,0.945,-0.09,6.0,0.87,245.0,-0.335,,243.0,145.0,-0.082,45.0,13305.0,24.183,48.708,-0.0251527008475551,0.0,45.0,-0.335,38.0,-0.035,60.0,0.0,13305.0,34.56,209.0,0.671,-0.014,-0.369,305.0,0.0690699529925893,-0.0259524478504304,-0.26503521283089,United States,-0.09,-0.0106971549037979,"{'sg_putt': -0.119, 'sg_arg': -0.045, 'sg_app': -0.09, 'sg_ott': -0.082, 'sg_total': -0.335}","Chappell, Kevin",33.644,-0.082,0.966,0,0.91,0.0,PGA TOUR,0.925,
Troy,208.0,USA,0.079,341.0,-0.956,2.70219111360722,0.937,USA,0.0798369756483039,0.055,211.0,301.0,15.81,0.0768929374164017,13367.0,-0.067,63.301,158.0,442.0,,-0.898297070466785,0.09,,-7.895,"{'baseline_pred': -0.898297070466785, 'final_pred': -0.668722556391572}",-7.895,0.058,0.923,0.130266639353736,0.031,0.0,0.0,-0.425,0.621,0.405,0.12,0.0,0.0,0.0464452652862676,435.0,Merritt,-0.0067064374709712,-0.425,0.053,0.374,0.031,-0.015792357925078,150.0,0.739,-19.0,0.005,-0.0016600516427947,-0.007,-0.067,0.0,160.0,309.0,-0.0632348327496901,0.024,90.0,221.0,-0.0174524095678728,691.0,13367.0,287.0,-0.035,0.95,-0.21,-10.0,0.865,435.0,-0.965,,391.0,181.0,-0.264,35.0,13367.0,23.003,46.776,-0.0280740090067891,0.0,230.0,-0.965,39.0,0.045,285.0,0.0,13367.0,37.783,284.0,0.594,-0.003,-0.956,81.0,0.0731305381773325,0.0710409130143562,-0.668722556391572,United States,-0.21,0.0116003851658273,"{'sg_putt': -0.425, 'sg_arg': -0.067, 'sg_app': -0.21, 'sg_ott': -0.264, 'sg_total': -0.965}","Merritt, Troy",30.957,-0.264,0.93,Cond 126-150,0.921,0.0,PGA TOUR,0.945,
Patton,119.0,USA,0.101,236.0,-0.153,2.70089842988316,0.929,USA,0.0771799323566611,0.05,109.0,297.0,17.657,0.0215358255816311,13470.0,0.042,63.946,153.0,496.0,,-0.0872258000534628,0.074,,-1.966,"{'baseline_pred': -0.0872258000534628, 'final_pred': 0.0205996319785559}",-1.966,0.058,0.93,-0.0599819717655502,-0.006,0.0,0.0,-0.143,0.66,0.461,0.078,0.0,0.0,0.0174761259482259,181.0,Kizzire,0.0469878192348778,-0.143,0.047,0.359,-0.006,-0.0025192362141489,150.0,0.827,-10.0,0.019,0.0013342967753903,0.047,0.042,0.0,190.0,105.0,0.0350505945088838,-0.011,185.0,243.0,-0.0011849394387586,659.0,13470.0,160.0,-0.028,0.975,0.122,-2.0,0.853,181.0,-0.141,,261.0,238.0,-0.161,85.0,13470.0,21.414,48.934,-0.026613354927172,0.0,135.0,-0.141,38.0,0.011,300.0,0.0,13470.0,37.987,240.0,0.564,-0.009,-0.153,196.0,0.124167751591539,0.0177262866760919,0.0205996319785559,United States,0.122,-0.0026245994667805,"{'sg_putt': -0.143, 'sg_arg': 0.042, 'sg_app': 0.122, 'sg_ott': -0.161, 'sg_total': -0.141}","Kizzire, Patton",31.95,-0.161,0.941,Top 100,0.942,0.0,PGA TOUR,0.954,
Kyounghoon,75.0,KOR,0.067,216.0,-0.286,2.67920960300506,0.956,KOR,0.0017061132914446,0.028,219.0,362.0,17.085,0.0051782771143719,13497.0,0.09,68.581,196.0,538.0,,-0.33437151867774,0.062,,-0.772,"{'baseline_pred': -0.33437151867774, 'final_pred': -0.218214688984621}",-0.772,0.051,0.938,0.0969719446745077,-0.003,0.0,0.0,0.008,0.667,0.452,0.082,0.0,0.0,0.0254966944109741,211.0,Lee,0.0150744182863381,0.008,0.041,0.346,-0.003,0.002620827604984,150.0,0.823,19.0,-0.031,-0.0021259250205048,0.012,0.09,0.0,90.0,151.0,-0.0244598392780735,-0.018,245.0,273.0,0.0004949025844791,889.0,13497.0,171.0,-0.006,0.944,-0.23,-7.0,0.85,211.0,-0.246,,162.0,286.0,-0.113,95.0,13497.0,22.117,50.918,-0.0028777261333965,0.0,275.0,-0.246,33.0,0.013,360.0,0.0,13497.0,37.832,221.0,0.552,-0.0,-0.286,177.0,0.0167805315777827,0.0042452244413245,-0.218214688984621,Korea - Republic of,-0.23,-0.0014279552575265,"{'sg_putt': 0.008, 'sg_arg': 0.09, 'sg_app': -0.23, 'sg_ott': -0.113, 'sg_total': -0.246}","Lee, Kyounghoon",31.671,-0.113,0.949,Top 125,0.959,0.0,PGA TOUR,0.94,
Jhonattan,321.0,VEN,0.077,20.0,0.195,,0.952,,,0.03,81.0,186.0,20.734,,13508.0,-0.186,59.199,85.0,325.0,,,0.04,,13.246,"{'baseline_pred': nan, 'final_pred': nan}",13.246,0.07,0.947,,-0.031,0.0,,-0.237,0.685,0.517,0.047,,0.0,,126.0,Vegas,,-0.237,0.097,0.403,-0.031,,,0.841,-3.0,0.035,,0.02,-0.186,0.0,190.0,77.0,,-0.017,65.0,150.0,,413.0,,122.0,0.034,0.994,0.192,-1.0,0.876,126.0,0.166,,321.0,167.0,0.398,50.0,13508.0,22.362,47.857,,0.0,90.0,0.166,,-0.065,260.0,0.0,13508.0,41.455,35.0,0.574,0.031,0.195,299.0,,,,Venezuela,0.192,,"{'sg_putt': -0.237, 'sg_arg': -0.186, 'sg_app': 0.192, 'sg_ott': 0.398, 'sg_total': 0.166}","Vegas, Jhonattan",30.427,0.398,0.941,Top 100,0.948,0.0,PGA TOUR,0.956,
Hideki,11.0,JPN,0.071,133.0,1.488,,0.943,,,0.055,10.0,405.0,13.614,,13562.0,0.283,60.988,163.0,535.0,,,0.05,,3.723,"{'baseline_pred': nan, 'final_pred': nan}",3.723,0.073,0.943,,0.009,0.0,,0.116,0.715,0.495,0.153,,0.0,,9.0,Matsuyama,,0.116,0.052,0.344,0.009,,,0.821,1.0,0.005,,0.039,0.283,0.0,425.0,7.0,,0.015,125.0,262.0,,792.0,,15.0,0.03,0.964,0.727,0.0,0.84,9.0,1.453,,103.0,275.0,0.327,115.0,13562.0,20.227,43.274,,0.0,170.0,1.453,,0.121,280.0,0.0,13562.0,36.669,48.0,0.547,0.047,1.488,143.0,,,,Japan,0.727,,"{'sg_putt': 0.116, 'sg_arg': 0.283, 'sg_app': 0.727, 'sg_ott': 0.327, 'sg_total': 1.453}","Matsuyama, Hideki",28.262,0.327,0.957,Top 30,0.957,0.0,PGA TOUR,0.967,
Russell,179.0,SCO,0.073,382.0,-0.864,2.62300296378075,0.962,SCO,0.0770820590021861,0.048,188.0,182.0,16.997,0.13180997078685,13831.0,-0.036,61.047,122.0,358.0,,-0.877160743862785,0.06,,-12.712,"{'baseline_pred': -0.877160743862785, 'final_pred': -0.755536388015062}",-12.712,0.05,0.947,-0.0828146703628147,0.012,0.0,0.0,-0.295,0.727,0.524,0.082,0.0,0.0,0.110523950814606,406.0,Knox,-0.0136748250417268,-0.295,0.033,0.342,0.012,-0.0121049594890516,150.0,0.802,2.0,0.021,-0.0007088059357053,0.003,-0.036,0.0,200.0,9999.0,-0.0626161764584852,0.013,110.0,150.0,-0.0128137654247569,462.0,13831.0,297.0,0.03,0.966,-0.135,0.0,0.874,406.0,-1.016,,348.0,146.0,-0.551,40.0,13831.0,22.387,46.635,-0.0298998266063102,0.0,160.0,-1.016,39.0,0.015,150.0,0.0,13831.0,38.676,362.0,0.611,0.022,-0.864,138.0,0.063407233960459,0.1230238445002672,-0.755536388015062,Scotland,-0.135,0.0040276391381741,"{'sg_putt': -0.295, 'sg_arg': -0.036, 'sg_app': -0.135, 'sg_ott': -0.551, 'sg_total': -1.016}","Knox, Russell",30.037,-0.551,0.984,0,0.939,0.0,PGA TOUR,0.939,
Keegan,114.0,USA,0.076,119.0,0.809,,0.959,,,0.063,31.0,410.0,15.162,,13872.0,0.048,63.969,186.0,563.0,,,0.049,,4.514,"{'baseline_pred': nan, 'final_pred': nan}",4.514,0.058,0.955,,0.021,0.0,,0.02,0.698,0.52,0.108,,0.0,,44.0,Bradley,,0.02,0.061,0.352,0.021,,,0.815,-3.0,0.013,,0.024,0.048,0.0,90.0,13.0,,-0.001,250.0,264.0,,832.0,,40.0,0.025,0.963,0.442,-1.0,0.91,44.0,0.828,,157.0,269.0,0.318,235.0,13872.0,20.703,46.711,,0.0,175.0,0.828,,0.063,235.0,0.0,13872.0,36.382,52.0,0.56,0.018,0.809,105.0,,,,United States,0.442,,"{'sg_putt': 0.02, 'sg_arg': 0.048, 'sg_app': 0.442, 'sg_ott': 0.318, 'sg_total': 0.828}","Bradley, Keegan",29.6,0.318,0.968,Top 30,0.948,0.0,PGA TOUR,0.957,
Thomas,135.0,BEL,,106.0,-0.07,,0.927,,,,158.0,55.0,,,13944.0,0.015,,,,,,0.034,,5.658,"{'baseline_pred': nan, 'final_pred': nan}",5.658,,0.862,,-0.052,,,0.021,,0.551,,,,,172.0,Pieters,,0.021,0.091,,-0.052,,,,-4.0,,,,0.015,,,437.0,,-0.042,280.0,29.0,,,,149.0,0.06,,-0.038,-12.0,,172.0,-0.065,,156.0,,-0.063,240.0,13944.0,,43.795,,1.0,10.0,-0.065,,,35.0,,13944.0,53.54,199.0,0.487,,-0.07,355.0,,,,Belgium,-0.038,,"{'sg_putt': 0.021, 'sg_arg': 0.015, 'sg_app': -0.038, 'sg_ott': -0.063, 'sg_total': -0.065}","Pieters, Thomas",,-0.063,,0,,1.0,LIV Tour,,
Adam,109.0,CAN,0.097,256.0,0.18,2.69287082117484,0.95,CAN,0.0245356646565935,0.024,151.0,437.0,17.75,0.0317148351263891,13965.0,0.056,65.58,198.0,527.0,,0.263086115455256,0.068,,-2.59,"{'baseline_pred': 0.263086115455256, 'final_pred': 0.108290321107009}",-2.59,0.064,0.924,0.069666723508293,0.017,0.0,0.0,0.071,0.699,0.453,0.116,0.0,0.0,-0.224607713642838,127.0,Hadwin,-0.0682049990456561,0.071,0.059,0.349,0.017,0.0051165011468699,150.0,0.799,-15.0,-0.011,-0.0005140711318908,0.019,0.056,0.0,95.0,60.0,0.0199668514819398,-0.014,200.0,251.0,0.0046024300149791,810.0,13965.0,132.0,-0.015,0.961,-0.012,-4.0,0.849,127.0,0.131,,129.0,255.0,0.017,120.0,13965.0,21.354,49.724,-0.0193100845290873,0.0,270.0,0.131,37.0,0.022,300.0,0.0,13965.0,40.709,164.0,0.595,0.012,0.18,121.0,-0.0436693343890626,0.0431577632225083,0.108290321107009,Canada,-0.012,0.0068404980811401,"{'sg_putt': 0.071, 'sg_arg': 0.056, 'sg_app': -0.012, 'sg_ott': 0.017, 'sg_total': 0.131}","Hadwin, Adam",30.631,0.017,0.914,Top 50,0.934,0.0,PGA TOUR,0.94,
Adam,67.0,CAN,0.057,283.0,0.198,2.67672066873762,0.952,CAN,0.0071180732292048,0.05,57.0,496.0,19.613,0.0393319505308397,13997.0,0.112,55.069,203.0,698.0,,0.269387090704764,0.07,,-3.925,"{'baseline_pred': 0.269387090704764, 'final_pred': 0.431254458419003}",-3.925,0.072,0.927,0.0934439531439507,0.04,0.0,0.0,-0.182,0.692,0.483,0.064,0.0,0.0,-0.0429058188592374,125.0,Svensson,0.0417564704415101,-0.182,0.056,0.396,0.04,-0.0024211968914223,150.0,0.792,-18.0,0.03,0.0034680113382862,-0.005,0.112,0.0,320.0,126.0,0.0009347490618752,0.02,185.0,302.0,0.0010468144468638,1078.0,13997.0,104.0,0.015,0.968,0.279,-3.0,0.839,125.0,0.292,,290.0,342.0,0.083,70.0,13997.0,22.264,45.18,0.0077120159438262,0.0,315.0,0.292,30.0,-0.041,625.0,0.0,13997.0,37.171,142.0,0.568,0.034,0.198,63.0,0.0488745436707149,0.0538079247531092,0.431254458419003,Canada,0.279,0.0134291597754057,"{'sg_putt': -0.182, 'sg_arg': 0.112, 'sg_app': 0.279, 'sg_ott': 0.083, 'sg_total': 0.292}","Svensson, Adam",30.363,0.083,0.926,Top 100,0.936,0.0,PGA TOUR,0.956,
Ben,315.0,USA,0.071,298.0,-0.292,,0.969,,,0.058,147.0,224.0,14.782,,14007.0,-0.18,60.705,129.0,364.0,,,0.055,,-4.861,"{'baseline_pred': nan, 'final_pred': nan}",-4.861,0.072,0.89,,0.018,0.0,,-0.129,0.669,0.471,0.124,,0.0,,213.0,Martin,,-0.129,0.049,0.372,0.018,,,0.805,3.0,0.02,,0.018,-0.18,0.0,185.0,269.0,,-0.042,115.0,163.0,,581.0,,207.0,-0.005,0.947,0.001,-1.0,0.865,213.0,-0.443,,249.0,189.0,-0.134,60.0,14007.0,22.053,50.0,,0.0,175.0,-0.443,,0.064,110.0,0.0,14007.0,42.076,230.0,0.504,0.022,-0.292,117.0,,,,United States,0.001,,"{'sg_putt': -0.129, 'sg_arg': -0.18, 'sg_app': 0.001, 'sg_ott': -0.134, 'sg_total': -0.443}","Martin, Ben",31.406,-0.134,0.961,0,0.945,0.0,PGA TOUR,0.945,
Cameron,,USA,,,0.334,,,,,,,,,,14013.0,,,,,,,,,,"{'baseline_pred': nan, 'final_pred': nan}",,,,,,,,,,,,,,,101.0,Tringale,,,,,,,,,0.0,,,,,,140.0,9999.0,,,305.0,,,,,,,,,0.0,,101.0,,,,,,415.0,,,,,,80.0,,,,350.0,,,,,,,0.334,,,,,United States,,,"{'sg_putt': nan, 'sg_arg': nan, 'sg_app': nan, 'sg_ott': nan, 'sg_total': nan}","Tringale, Cameron",,,,0,,,LIV Tour,,
Roger,212.0,CAN,0.06,354.0,-0.748,2.67791295293849,0.928,CAN,0.0124321598124896,0.039,256.0,166.0,15.182,0.100887089956271,14050.0,-0.07,72.072,112.0,249.0,,-0.606394767249022,0.062,,-9.291,"{'baseline_pred': -0.606394767249022, 'final_pred': -0.650707203880081}",-9.291,0.045,0.931,-0.046948252790317,0.006,0.0,0.0,-0.053,0.66,0.433,0.134,0.0,0.0,0.0235034107806661,362.0,Sloan,-0.0040266491263866,-0.053,0.036,0.297,0.006,-0.0024298773108267,150.0,0.809,-50.0,-0.031,-0.0024719659099647,0.022,-0.07,0.0,65.0,334.0,-0.106932831724401,0.03,65.0,130.0,-0.0049018432207914,335.0,14050.0,296.0,-0.03,0.961,-0.329,-17.0,0.856,362.0,-1.001,,199.0,102.0,-0.548,305.0,14050.0,21.102,50.905,-0.0215010656485126,0.0,40.0,-1.001,37.0,0.086,250.0,0.0,14050.0,38.175,360.0,0.561,-0.012,-0.748,154.0,0.0084055106861029,0.0991607920654029,-0.650707203880081,Canada,-0.329,0.0031755453299233,"{'sg_putt': -0.053, 'sg_arg': -0.07, 'sg_app': -0.329, 'sg_ott': -0.548, 'sg_total': -1.001}","Sloan, Roger",33.344,-0.548,0.946,0,0.94,0.0,PGA TOUR,0.94,
Justin,1.0,USA,0.083,44.0,1.273,,0.924,,,0.055,7.0,370.0,16.82,,14139.0,0.416,60.036,171.0,469.0,,,0.057,,9.468,"{'baseline_pred': nan, 'final_pred': nan}",9.468,0.081,0.964,,-0.03,0.0,,-0.029,0.65,0.521,0.07,,0.0,,18.0,Thomas,,-0.029,0.059,0.393,-0.03,,,0.846,0.0,0.029,,0.062,0.416,0.0,565.0,25.0,,0.056,275.0,279.0,,705.0,,13.0,0.024,0.967,0.825,1.0,0.849,18.0,1.474,,186.0,275.0,0.262,215.0,14139.0,19.523,47.992,,0.0,515.0,1.474,,0.02,425.0,0.0,14139.0,34.869,73.0,0.605,0.022,1.273,296.0,,,,United States,0.825,,"{'sg_putt': -0.029, 'sg_arg': 0.416, 'sg_app': 0.825, 'sg_ott': 0.262, 'sg_total': 1.474}","Thomas, Justin",29.812,0.262,0.93,Top 30,0.955,0.0,PGA TOUR,0.955,
Harry,251.0,USA,0.067,132.0,-0.637,,0.899,,,0.04,285.0,129.0,20.388,,14140.0,-0.118,65.612,76.0,240.0,,,0.053,,3.733,"{'baseline_pred': nan, 'final_pred': nan}",3.733,0.042,0.934,,-0.031,0.0,,-0.005,0.599,0.386,0.105,,0.0,,321.0,Higgs,,-0.005,0.039,0.327,-0.031,,,0.775,6.0,-0.071,,-0.005,-0.118,0.0,190.0,165.0,,-0.027,385.0,152.0,,289.0,,241.0,-0.089,0.92,-0.429,-2.0,0.747,321.0,-0.599,,171.0,125.0,-0.047,135.0,14140.0,23.597,53.939,,0.0,125.0,-0.599,,-0.097,205.0,0.0,14140.0,39.356,193.0,0.513,-0.075,-0.637,302.0,,,,United States,-0.429,,"{'sg_putt': -0.005, 'sg_arg': -0.118, 'sg_app': -0.429, 'sg_ott': -0.047, 'sg_total': -0.599}","Higgs, Harry",35.161,-0.047,0.882,0,0.929,0.0,Korn Ferry Tour,0.931,
Thomas,153.0,BEL,0.062,108.0,0.34,,0.977,,,0.082,201.0,348.0,18.256,,14181.0,-0.002,62.795,159.0,498.0,,,0.051,,5.342,"{'baseline_pred': nan, 'final_pred': nan}",5.342,0.067,0.94,,-0.026,0.0,,0.387,0.671,0.484,0.069,,0.0,,97.0,Detry,,0.387,0.055,0.361,-0.026,,,0.756,0.0,0.015,,-0.018,-0.002,0.0,,61.0,,-0.014,160.0,216.0,,689.0,,109.0,0.019,0.957,-0.186,-1.0,0.863,97.0,0.238,,13.0,257.0,0.038,40.0,14181.0,22.878,47.326,,0.0,130.0,0.238,,0.007,35.0,0.0,14181.0,42.094,155.0,0.545,0.009,0.34,274.0,,,,Belgium,-0.186,,"{'sg_putt': 0.387, 'sg_arg': -0.002, 'sg_app': -0.186, 'sg_ott': 0.038, 'sg_total': 0.238}","Detry, Thomas",31.782,0.038,0.95,Top 50,0.938,0.0,PGA TOUR,0.949,
